trial_id,Accuracy,FR_neuron27[ECL1],FR_neuron28[ECL1],FR_neuron29[ECL1],FR_neuron30[ECL1],FR_neuron31[ECL3],acc_bin
45,Correct,"[0.0, 7.5, 7.5, 2.5, 5.0, 15.0, 20.0, 20.0, 10.0, 10.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.5, 0.0, 5.0, 0.0, 2.5, 5.0, 0.0, 0.0, 0.0]","[0.0, 2.5, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 7.5, 0.0, 0.0, 5.0, 0.0, 7.5, 7.5, 0.0, 2.5, 2.5, 2.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
47,Correct,"[20.0, 10.0, 0.0, 12.5, 0.0, 0.0, 5.0, 10.0, 10.0, 10.0, 2.5, 0.0]","[5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5]","[7.5, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0]","[0.0, 5.0, 2.5, 2.5, 5.0, 0.0, 2.5, 2.5, 0.0, 0.0, 5.0, 0.0]","[2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0]",1
50,Incorrect,"[5.0, 0.0, 2.5, 12.5, 2.5, 12.5, 17.5, 12.5, 7.5, 12.5, 5.0, 0.0]","[2.5, 0.0, 0.0, 2.5, 2.5, 0.0, 2.5, 2.5, 0.0, 0.0, 0.0, 2.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.5, 0.0, 0.0, 2.5, 7.5, 2.5, 0.0, 5.0, 0.0, 0.0]","[0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
54,Incorrect,"[5.0, 10.0, 5.0, 7.5, 10.0, 5.0, 12.5, 17.5, 0.0, 7.5, 7.5, 10.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.5, 2.5, 0.0, 2.5, 5.0, 2.5, 2.5, 5.0, 5.0, 5.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0]",0
59,Correct,"[10.0, 7.5, 7.5, 2.5, 5.0, 22.5, 15.0, 20.0, 15.0, 15.0, 15.0, 0.0]","[10.0, 5.0, 0.0, 2.5, 5.0, 2.5, 2.5, 0.0, 2.5, 2.5, 12.5, 0.0]","[2.5, 0.0, 5.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[7.5, 2.5, 12.5, 2.5, 0.0, 0.0, 0.0, 2.5, 5.0, 5.0, 2.5, 0.0]","[2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 0.0, 0.0, 2.5, 0.0]",1
63,Correct,"[10.0, 7.5, 5.0, 0.0, 2.5, 5.0, 7.5, 20.0, 5.0, 7.5, 12.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 5.0, 2.5, 0.0, 2.5, 2.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 0.0, 0.0, 2.5]","[2.5, 0.0, 0.0, 2.5, 0.0, 0.0, 2.5, 7.5, 5.0, 2.5, 5.0, 0.0]","[0.0, 2.5, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0]",1
69,Correct,"[7.5, 17.5, 7.5, 12.5, 10.0, 5.0, 17.5, 7.5, 0.0, 2.5, 5.0, 2.5]","[7.5, 2.5, 5.0, 0.0, 2.5, 0.0, 2.5, 2.5, 2.5, 0.0, 2.5, 2.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 2.5, 0.0]","[0.0, 2.5, 5.0, 2.5, 2.5, 5.0, 2.5, 5.0, 2.5, 0.0, 2.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
71,Correct,"[15.0, 5.0, 10.0, 2.5, 2.5, 25.0, 5.0, 5.0, 17.5, 12.5, 7.5, 17.5]","[2.5, 0.0, 10.0, 0.0, 10.0, 2.5, 2.5, 0.0, 5.0, 0.0, 2.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 2.5, 0.0, 0.0, 2.5, 0.0, 0.0]","[5.0, 0.0, 0.0, 0.0, 7.5, 5.0, 2.5, 5.0, 0.0, 2.5, 10.0, 0.0]","[0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
74,Incorrect,"[12.5, 2.5, 22.5, 17.5, 2.5, 12.5, 5.0, 2.5, 22.5, 2.5, 17.5, 2.5]","[5.0, 0.0, 2.5, 0.0, 0.0, 0.0, 2.5, 2.5, 0.0, 2.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.5, 0.0, 2.5, 0.0, 0.0, 2.5, 12.5, 0.0, 0.0]","[0.0, 2.5, 2.5, 5.0, 0.0, 2.5, 0.0, 2.5, 2.5, 5.0, 0.0, 0.0]","[0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0]",0
78,Incorrect,"[7.5, 7.5, 5.0, 7.5, 15.0, 22.5, 15.0, 10.0, 12.5, 10.0, 5.0, 2.5]","[2.5, 0.0, 2.5, 0.0, 0.0, 0.0, 2.5, 7.5, 0.0, 0.0, 2.5, 0.0]","[0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.5, 0.0, 0.0, 7.5, 0.0, 10.0, 7.5, 2.5, 2.5, 2.5, 2.5, 0.0]","[0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
83,Incorrect,"[7.5, 2.5, 12.5, 5.0, 12.5, 12.5, 7.5, 20.0, 2.5, 12.5, 5.0, 7.5]","[0.0, 0.0, 0.0, 0.0, 12.5, 10.0, 5.0, 0.0, 0.0, 0.0, 7.5, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 0.0, 2.5, 0.0, 2.5, 2.5]","[0.0, 5.0, 2.5, 5.0, 5.0, 2.5, 5.0, 5.0, 0.0, 2.5, 2.5, 0.0]","[0.0, 0.0, 2.5, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
87,Correct,"[10.0, 7.5, 10.0, 5.0, 7.5, 25.0, 7.5, 5.0, 2.5, 7.5, 17.5, 2.5]","[0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 2.5, 0.0, 2.5, 0.0, 0.0, 2.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 5.0, 0.0, 5.0, 12.5, 2.5]","[2.5, 0.0, 0.0, 0.0, 2.5, 2.5, 2.5, 2.5, 5.0, 0.0, 0.0, 0.0]","[0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
93,Incorrect,"[7.5, 20.0, 5.0, 7.5, 2.5, 10.0, 7.5, 0.0, 10.0, 15.0, 10.0, 10.0]","[2.5, 2.5, 2.5, 0.0, 0.0, 5.0, 0.0, 2.5, 2.5, 5.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 2.5, 0.0, 2.5, 0.0, 0.0]","[2.5, 2.5, 2.5, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 0.0, 2.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 2.5, 0.0]",0
95,Correct,"[7.5, 7.5, 15.0, 7.5, 0.0, 10.0, 30.0, 17.5, 27.5, 5.0, 7.5, 5.0]","[2.5, 0.0, 0.0, 2.5, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.5, 0.0, 5.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.5, 2.5, 7.5, 5.0, 5.0, 10.0, 2.5, 5.0, 5.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0]",1
98,Incorrect,"[12.5, 17.5, 2.5, 20.0, 0.0, 10.0, 17.5, 10.0, 22.5, 10.0, 5.0, 15.0]","[0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 7.5, 0.0]","[15.0, 0.0, 2.5, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0]","[5.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 2.5, 7.5, 5.0, 0.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
102,Correct,"[2.5, 7.5, 7.5, 7.5, 7.5, 7.5, 2.5, 10.0, 2.5, 15.0, 7.5, 7.5]","[0.0, 7.5, 0.0, 0.0, 5.0, 5.0, 10.0, 2.5, 0.0, 0.0, 0.0, 0.0]","[0.0, 5.0, 0.0, 2.5, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 5.0, 0.0, 0.0, 2.5, 0.0, 0.0, 5.0, 5.0, 0.0, 2.5]","[0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
107,Correct,"[7.5, 20.0, 2.5, 0.0, 2.5, 5.0, 7.5, 5.0, 10.0, 15.0, 20.0, 2.5]","[2.5, 7.5, 0.0, 17.5, 2.5, 0.0, 0.0, 5.0, 7.5, 7.5, 2.5, 2.5]","[2.5, 7.5, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0]","[0.0, 10.0, 0.0, 0.0, 0.0, 2.5, 0.0, 2.5, 0.0, 2.5, 2.5, 0.0]","[0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
110,Correct,"[5.0, 15.0, 20.0, 2.5, 10.0, 2.5, 7.5, 10.0, 10.0, 0.0, 5.0, 12.5]","[2.5, 5.0, 0.0, 10.0, 2.5, 2.5, 0.0, 2.5, 2.5, 0.0, 0.0, 5.0]","[0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 5.0]","[5.0, 10.0, 0.0, 2.5, 7.5, 2.5, 0.0, 0.0, 5.0, 2.5, 2.5, 2.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0]",1
116,Incorrect,"[5.0, 7.5, 5.0, 12.5, 5.0, 7.5, 2.5, 10.0, 5.0, 7.5, 5.0, 2.5]","[0.0, 2.5, 0.0, 0.0, 0.0, 2.5, 0.0, 2.5, 2.5, 0.0, 2.5, 2.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 5.0, 5.0, 2.5, 2.5, 0.0, 2.5, 2.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
118,Correct,"[2.5, 0.0, 0.0, 2.5, 17.5, 17.5, 15.0, 2.5, 22.5, 5.0, 2.5, 5.0]","[7.5, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 2.5]","[2.5, 2.5, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 2.5, 0.0, 0.0]","[5.0, 0.0, 2.5, 2.5, 2.5, 10.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 2.5, 0.0, 0.0, 0.0]",1
121,Correct,"[2.5, 10.0, 5.0, 15.0, 5.0, 5.0, 12.5, 0.0, 5.0, 7.5, 17.5, 10.0]","[0.0, 2.5, 2.5, 2.5, 2.5, 0.0, 2.5, 2.5, 0.0, 0.0, 5.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 0.0, 0.0, 2.5, 0.0]","[0.0, 2.5, 0.0, 5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.5]","[0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
125,Incorrect,"[7.5, 5.0, 15.0, 2.5, 7.5, 5.0, 5.0, 5.0, 15.0, 15.0, 2.5, 10.0]","[0.0, 0.0, 2.5, 0.0, 0.0, 5.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.5, 0.0, 0.0, 2.5, 0.0, 7.5, 0.0, 0.0, 0.0, 0.0]","[7.5, 0.0, 2.5, 0.0, 2.5, 0.0, 2.5, 0.0, 0.0, 5.0, 2.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
130,Correct,"[10.0, 20.0, 2.5, 5.0, 10.0, 15.0, 12.5, 10.0, 7.5, 10.0, 0.0, 5.0]","[0.0, 10.0, 0.0, 0.0, 2.5, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.5, 2.5, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.0, 5.0, 2.5, 2.5, 0.0, 5.0, 2.5, 2.5, 2.5, 2.5, 0.0, 0.0]","[0.0, 2.5, 0.0, 2.5, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 2.5, 0.0]",1
134,Correct,"[5.0, 0.0, 15.0, 2.5, 2.5, 5.0, 5.0, 7.5, 7.5, 5.0, 5.0, 7.5]","[2.5, 0.0, 0.0, 0.0, 10.0, 2.5, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 2.5, 2.5, 2.5, 7.5, 2.5, 0.0, 2.5, 0.0, 2.5, 2.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
140,Incorrect,"[7.5, 10.0, 5.0, 2.5, 5.0, 12.5, 2.5, 0.0, 12.5, 5.0, 17.5, 0.0]","[2.5, 0.0, 5.0, 2.5, 0.0, 0.0, 0.0, 0.0, 2.5, 7.5, 2.5, 0.0]","[0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 2.5, 0.0]","[2.5, 0.0, 0.0, 2.5, 0.0, 0.0, 2.5, 0.0, 5.0, 0.0, 0.0, 5.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0]",0
142,Correct,"[12.5, 12.5, 7.5, 2.5, 7.5, 7.5, 12.5, 10.0, 15.0, 12.5, 7.5, 7.5]","[2.5, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 2.5, 5.0, 0.0, 0.0, 5.0]","[0.0, 7.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0]","[2.5, 5.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 2.5, 0.0, 0.0, 2.5]","[0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0]",1
145,Incorrect,"[5.0, 12.5, 15.0, 15.0, 10.0, 17.5, 2.5, 20.0, 7.5, 10.0, 7.5, 0.0]","[0.0, 0.0, 0.0, 2.5, 2.5, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 2.5]","[0.0, 0.0, 5.0, 0.0, 0.0, 2.5, 2.5, 2.5, 0.0, 0.0, 0.0, 0.0]","[0.0, 10.0, 0.0, 2.5, 0.0, 5.0, 0.0, 10.0, 2.5, 0.0, 2.5, 2.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.5, 2.5, 0.0]",0
149,Incorrect,"[5.0, 15.0, 5.0, 0.0, 17.5, 12.5, 7.5, 12.5, 7.5, 17.5, 12.5, 0.0]","[0.0, 5.0, 0.0, 5.0, 7.5, 2.5, 0.0, 10.0, 2.5, 5.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 2.5, 0.0]","[0.0, 2.5, 2.5, 0.0, 5.0, 0.0, 5.0, 0.0, 0.0, 7.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
154,Correct,"[7.5, 5.0, 27.5, 12.5, 2.5, 12.5, 12.5, 12.5, 17.5, 5.0, 10.0, 2.5]","[2.5, 12.5, 5.0, 0.0, 2.5, 2.5, 0.0, 0.0, 2.5, 2.5, 7.5, 0.0]","[2.5, 2.5, 2.5, 0.0, 0.0, 2.5, 0.0, 0.0, 5.0, 2.5, 2.5, 0.0]","[0.0, 0.0, 2.5, 0.0, 2.5, 2.5, 7.5, 2.5, 2.5, 0.0, 0.0, 0.0]","[0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 2.5, 0.0, 0.0]",1
158,Correct,"[5.0, 0.0, 12.5, 10.0, 7.5, 10.0, 10.0, 7.5, 7.5, 10.0, 12.5, 5.0]","[2.5, 2.5, 0.0, 2.5, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.5, 0.0, 2.5, 5.0, 2.5, 7.5, 2.5, 5.0, 5.0, 7.5, 2.5, 2.5]","[0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0]",1
164,Correct,"[7.5, 2.5, 5.0, 5.0, 5.0, 7.5, 5.0, 12.5, 7.5, 7.5, 7.5, 0.0]","[2.5, 0.0, 2.5, 2.5, 7.5, 0.0, 2.5, 0.0, 2.5, 0.0, 7.5, 2.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.5, 2.5, 2.5, 7.5, 2.5, 2.5]","[2.5, 7.5, 2.5, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 2.5, 2.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
166,Correct,"[12.5, 15.0, 5.0, 5.0, 22.5, 15.0, 5.0, 10.0, 10.0, 30.0, 5.0, 7.5]","[0.0, 7.5, 5.0, 2.5, 2.5, 5.0, 5.0, 2.5, 0.0, 0.0, 2.5, 2.5]","[2.5, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 2.5, 0.0, 7.5]","[2.5, 0.0, 5.0, 0.0, 0.0, 0.0, 2.5, 5.0, 5.0, 2.5, 7.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
169,Incorrect,"[7.5, 10.0, 5.0, 0.0, 7.5, 10.0, 15.0, 12.5, 17.5, 5.0, 10.0, 7.5]","[0.0, 0.0, 7.5, 7.5, 0.0, 5.0, 0.0, 0.0, 5.0, 2.5, 0.0, 0.0]","[0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.5, 2.5, 2.5, 2.5, 0.0, 2.5, 2.5, 2.5, 2.5, 0.0, 0.0, 2.5]","[2.5, 0.0, 2.5, 0.0, 0.0, 0.0, 0.0, 2.5, 0.0, 0.0, 0.0, 5.0]",0
